type,benchmarks,MP,SI,VP,AP,AS,PA,CE,CO,EC,NV,CL,QL,MS,MC,TaskHierarchies,keyword,2008.docs,2009.docs,2010.docs,2011.docs,2012.docs,2013.docs,2014.docs,2015.docs,2016.docs,2017.docs,2018.docs,2019.docs,2020.docs,2021.docs,2022.docs,2023.docs,2024.docs,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Dataset,WikiQA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",WikiQA,0,0,0,0,0,0,0,0,3,7,17,5,13,17,26,80,121,0,0,0,0,0,0,0,0,0.084626234,0.101126842,0.099438465,0.024000384,0.051094604,0.068795273,0.07262367,0.097312946,0.090889971
Dataset,WikiSQL,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Computer Code > SQL-to-Text >  
",WikiSQL,0,0,0,0,0,0,0,0,0,13,14,23,21,30,74,115,18,0,0,0,0,0,0,0,0,0,0.187806992,0.081890501,0.110401766,0.082537437,0.121403424,0.206698137,0.13988736,0.013520822
Dataset,WikiText-103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Language Modelling >  
",WikiText-103,0,0,0,0,0,0,0,0,0,1,11,23,24,27,48,158,270,0,0,0,0,0,0,0,0,0,0.014446692,0.064342536,0.110401766,0.094328499,0.109263081,0.134074467,0.192193069,0.202812331
Dataset,WikiText-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Language Modelling >  
",WikiText-2,0,0,0,0,0,0,0,0,0,4,37,28,20,21,28,110,332,0,0,0,0,0,0,0,0,0,0.057786767,0.216424895,0.13440215,0.078607082,0.084982397,0.078210106,0.133805301,0.249384051
Dataset,Winograd Schema Challenge,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Reasoning > Common Sense Reasoning >  
",Winograd Schema Challenge,0,0,0,0,1,0,0,2,5,6,16,29,52,60,101,357,981,0,0,0,0,0.122850123,0,0,0.08760403,0.141043724,0.08668015,0.093589144,0.139202227,0.204378414,0.242806847,0.282115025,0.434259023,0.736884803
Dataset,Wizard-of-Oz,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"Natural Language Processing > Dialogue > Dialogue State Tracking 
",Wizard-of-Oz,0,1,1,0,1,0,0,0,2,4,9,40,75,57,106,208,208,0,0.264550265,0.302114804,0,0.122850123,0,0,0,0.056417489,0.057786767,0.052643893,0.192003072,0.294776559,0.230666505,0.296081115,0.25301366,0.156240611
Dataset,WMT,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Natural Language Processing > Machine Translation >  
",WMT,1,1,2,5,4,6,9,25,37,121,136,174,223,375,835,1121,266,0.649350649,0.264550265,0.604229607,0.878734622,0.491400491,1.001669449,0.758213985,1.095050372,1.043723554,1.748049697,0.795507721,0.835213363,0.87646897,1.517542795,2.332337086,1.36359766,0.199807704
Dataset,WN18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Graphs > Link Prediction >  
",WN18,0,0,0,0,0,0,1,2,5,14,37,60,60,56,64,110,185,0,0,0,0,0,0,0.084245998,0.08760403,0.141043724,0.202253684,0.216424895,0.288004608,0.235821247,0.226619724,0.178765956,0.133805301,0.138964005
Dataset,WOS,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Text Classification > Document Classification 
",WOS,0,0,0,0,1,0,2,2,0,2,9,10,18,22,36,88,124,0,0,0,0,0.122850123,0,0.168491997,0.08760403,0,0.028893383,0.052643893,0.048000768,0.070746374,0.089029177,0.10055585,0.107044241,0.093143441
Dataset,WSJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Speech > Speech Recognition >  
",WSJ,4,2,2,7,2,3,1,15,19,29,67,85,66,59,92,225,217,2.597402597,0.529100529,0.604229607,1.230228471,0.245700246,0.500834725,0.084245998,0.657030223,0.53596615,0.41895406,0.391904539,0.408006528,0.259403372,0.238760066,0.256976062,0.273692661,0.163001022
Dataset,XNLI,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Natural Language Processing > Natural Language Inference > Cross-Lingual Natural Language Inference 
",XNLI,0,0,0,0,0,0,0,0,0,0,3,13,28,50,78,221,308,0,0,0,0,0,0,0,0,0,0,0.017547964,0.062400998,0.110049915,0.202339039,0.217871009,0.268827014,0.231356289
Dataset,Yahoo! Answers,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"Natural Language Processing > Text Classification >  
",Yahoo! Answers,0,2,1,7,3,2,1,8,8,12,19,12,23,23,39,89,104,0,0.529100529,0.302114804,1.230228471,0.368550369,0.333889816,0.084245998,0.350416119,0.225669958,0.1733603,0.111137108,0.057600922,0.090398145,0.093075958,0.108935505,0.108260653,0.078120305
Dataset,YCB-Video,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Pose Estimation > 6D Pose Estimation 
",YCB-Video,0,0,0,0,0,0,0,0,0,0,0,2,1,7,16,18,31,0,0,0,0,0,0,0,0,0,0,0,0.009600154,0.003930354,0.028327466,0.044691489,0.021895413,0.02328586
Dataset,Yelp,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Natural Language Processing > Sentiment Analysis >  
",Yelp,0,0,0,1,2,1,7,18,31,51,136,112,164,163,273,571,803,0,0,0,0.175746924,0.245700246,0.166944908,0.589721988,0.788436268,0.874471086,0.736781277,0.795507721,0.537608602,0.644578076,0.659625268,0.762548532,0.694571154,0.603178895
Dataset,YouTube Faces,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Face Verification >  
Computer Vision > Facial Recognition and Modelling > Face Verification 
",YouTube Faces,0,0,0,0,0,0,3,0,2,3,5,2,6,1,2,3,15,0,0,0,0,0,0,0.252737995,0,0.056417489,0.043340075,0.029246607,0.009600154,0.023582125,0.004046781,0.005586436,0.003649235,0.011267352
Dataset,AEROBCOMP,0,1,1,0,1,1,0,1,0,1,1,0,1,0,Computer Vision > Autonomous Vehicles,AEROBCOMP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,DARPAGC,1,1,1,0,1,1,0,1,0,1,0,0,0,0,Computer Vision > Autonomous Vehicles,DARPAGC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,DARPAUC,1,1,1,0,1,1,0,1,0,1,0,0,1,0,Computer Vision > Autonomous Vehicles,DARPAUC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,DARPARESAVE,1,1,1,0,1,1,0,1,0,1,0,0,1,0,Computer Vision,DARPARESAVE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,RLCOMP,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Methodology > Multi-agent Reinforcement Learning,RLCOMP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,PLANNINGCOMP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Methodology > Planning,PLANNINGCOMP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,UCI-KEEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Methodology > Machine Learning,UCI-KEEL,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0.011698643,0.004800077,0,0.008093562,0.002793218,0.001216412,0.003755784
Dataset,GVGAI,1,1,1,0,1,1,0,0,0,1,0,0,0,0,Playing Games > Video Games,GVGAI,0,0,0,0,0,0,0,0,0,2,6,6,4,8,3,4,6,0,0,0,0,0,0,0,0,0,0.028893383,0.035095929,0.028800461,0.015721416,0.032374246,0.008379654,0.004865647,0.004506941
Dataset,IMAGECLEF,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Computer Vision > Image Retrieval,IMAGECLEF,0,0,0,1,3,0,25,4,2,3,12,14,33,17,19,47,83,0,0,0,0.175746924,0.368550369,0,2.106149958,0.17520806,0.056417489,0.043340075,0.070191858,0.067201075,0.129701686,0.068795273,0.053071143,0.057171356,0.062346013
Dataset,ANGRY-BIRDS,1,1,1,0,1,1,0,0,0,1,0,0,0,0,Playing Games > Video Games,ANGRY-BIRDS,0,0,0,0,1,0,0,0,0,2,5,7,3,11,2,9,10,0,0,0,0,0.122850123,0,0,0,0,0.028893383,0.029246607,0.033600538,0.011791062,0.044514589,0.005586436,0.010947706,0.007511568
Dataset,PATHFINDMAZES,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Playing Games > Video Games,PATHFINDMAZES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,Robocup,0,1,1,1,1,1,0,1,0,1,0,0,1,0,Computer Vision > Autonomous Vehicles,Robocup,1,2,7,5,7,3,1,3,6,9,24,22,26,30,29,46,81,0.649350649,0.529100529,2.114803625,0.878734622,0.85995086,0.500834725,0.084245998,0.131406045,0.169252468,0.130020225,0.140383715,0.10560169,0.102189207,0.121403424,0.081003324,0.055954944,0.060843699
Dataset,Loebner Prize,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Methodology,Loebner Prize,0,0,0,0,0,0,0,0,1,0,6,2,4,6,7,10,8,0,0,0,0,0,0,0,0,0.028208745,0,0.035095929,0.009600154,0.015721416,0.024280685,0.019552526,0.012164118,0.006009254
Dataset,Turing Test,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Methodology,Turing Test,0,0,0,4,1,1,1,10,37,45,96,104,107,103,118,254,328,0,0,0,0.702987698,0.122850123,0.166944908,0.084245998,0.438020149,1.043723554,0.650101127,0.561534862,0.499207987,0.420547891,0.416818421,0.329599732,0.308968604,0.246379424
Dataset,BotPrize,0,0,0,0,0,1,0,1,0,1,0,0,1,0,Computer Code > Chatbots,BotPrize,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,2,0,0,0,0.175746924,0,0,0,0.043802015,0,0,0.011698643,0.004800077,0,0.004046781,0,0.001216412,0.001502314
Dataset,Robo chat challenge,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Computer Code > Chatbots,Robo chat challenge,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,Trading Agents Competition,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Computer Code > Chatbots,Trading Agents Competition,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,UCI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Methodology > Machine Learning,UCI,43,69,46,80,158,107,178,235,385,492,870,1021,1242,857,952,1978,3462,27.92207792,18.25396825,13.89728097,14.05975395,19.41031941,17.86310518,14.9957877,10.2934735,10.86036671,7.10777232,5.088909686,4.900878414,4.881499823,3.468091134,2.659143599,2.406062597,2.600504777
Dataset,OpenML,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Methodology > Machine Learning,OpenML,0,0,0,0,0,0,0,3,2,12,49,63,88,65,82,197,325,0,0,0,0,0,0,0,0.131406045,0.056417489,0.1733603,0.286616752,0.302404838,0.345871163,0.263040751,0.229043881,0.23963313,0.244125954
Dataset,DCASE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Audio,DCASE,0,0,0,1,0,0,0,1,1,7,27,36,24,37,71,124,151,0,0,0,0.175746924,0,0,0,0.043802015,0.028208745,0.101126842,0.15793168,0.172802765,0.094328499,0.149730889,0.198318483,0.150835067,0.113424674
Dataset,MediaEval,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Audio,MediaEval,0,0,0,0,0,0,0,2,1,0,5,10,11,14,26,36,46,0,0,0,0,0,0,0,0.08760403,0.028208745,0,0.029246607,0.048000768,0.043233895,0.056654931,0.07262367,0.043790826,0.034553212
Dataset,RecSys,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Miscellaneous > Recommendation Systems,RecSys,0,0,4,11,15,1,18,127,36,57,128,132,192,163,218,499,656,0,0,1.208459215,1.933216169,1.842751843,0.166944908,1.51642797,5.562855891,1.01551481,0.823461427,0.748713149,0.633610138,0.754627992,0.659625268,0.608921539,0.606989502,0.492758849
Dataset,MIREX,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Audio,MIREX,1,0,0,2,2,0,2,1,3,6,9,10,3,4,9,15,27,0.649350649,0,0,0.351493849,0.245700246,0,0.168491997,0.043802015,0.084626234,0.08668015,0.052643893,0.048000768,0.011791062,0.016187123,0.025138963,0.018246177,0.020281233
Dataset,MMLU,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,MMLU,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,416,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008093562,0.053071143,0.506027321,1.664563428
Dataset,MMLU-PRO,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,MMLU-PRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001216412,0.097650382
Dataset,IFEval,0,0,0,0,1,1,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,IFEval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110420047
Dataset,BIG-bench,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,BIG-bench,0,0,0,0,0,0,0,0,0,0,1,0,0,7,54,443,1052,0,0,0,0,0,0,0,0,0,0,0.005849321,0,0,0.028327466,0.150833776,0.53887044,0.790216934
Dataset,LAMBADA,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,LAMBADA,0,0,0,0,1,0,0,0,0,2,10,4,11,17,37,160,354,0,0,0,0,0.122850123,0,0,0,0,0.028893383,0.058493215,0.019200307,0.043233895,0.068795273,0.103349068,0.194625893,0.265909501
Dataset,ARC,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Reasoning > Common Sense Reasoning,ARC,14,12,13,18,29,20,30,41,55,103,236,290,377,446,626,1584,3386,9.090909091,3.174603175,3.927492447,3.16344464,3.562653563,3.338898164,2.527379949,1.795882611,1.551480959,1.488009246,1.380439869,1.392022272,1.481743505,1.804864231,1.74855451,1.926796336,2.543416862
Dataset,OpenBookQA,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,OpenBookQA,0,0,0,0,0,0,0,0,0,0,1,6,16,11,33,164,422,0,0,0,0,0,0,0,0,0,0,0.005849321,0.028800461,0.062885666,0.044514589,0.092176196,0.19949154,0.316988162
Dataset,TruthfulQA,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,TruthfulQA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,242,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032374246,0.055864361,0.294371662,0.659515654
Dataset,HellaSwag,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,HellaSwag,0,0,0,0,0,0,0,0,0,0,0,5,13,23,55,261,1137,0,0,0,0,0,0,0,0,0,0,0,0.024000384,0.051094604,0.093075958,0.153626994,0.317483487,0.854065261
Dataset,MuSR,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Reasoning > Common Sense Reasoning,MuSR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0.003930354,0,0,0.003649235,0.01877892
Dataset,CommonsenseQA,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Reasoning > Common Sense Reasoning,CommonsenseQA,0,0,0,0,0,0,1,0,0,0,1,8,36,47,95,286,483,0,0,0,0,0,0,0.084245998,0,0,0,0.005849321,0.038400614,0.141492748,0.190198697,0.265355716,0.347893783,0.362808725
Dataset,GPQA,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,GPQA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002432824,0.153235983
Dataset,GAIA,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,GAIA,1,1,0,0,1,1,0,2,0,2,16,29,38,36,67,183,467,0.649350649,0.264550265,0,0,0.122850123,0.166944908,0,0.08760403,0,0.028893383,0.093589144,0.139202227,0.149353457,0.145684108,0.18714561,0.222603365,0.350790217
Dataset,ARC-AGI,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,ARC-AGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010516195
Dataset,MATH mathematical reasoning,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Natural Language Processing > Multi-task Language Understanding,MATH mathematical reasoning,3,14,17,27,26,42,66,90,109,176,338,390,529,473,637,1986,4525,1.948051948,3.703703704,5.135951662,4.74516696,3.194103194,7.011686144,5.560235889,3.94218134,3.074753173,2.542617741,1.97707066,1.872029952,2.079157332,1.914127312,1.779279908,2.415793891,3.398984436
Dataset,MMMU,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,MMMU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0.002793218,0.009731295,0.295204615
Dataset,MMBench,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,MMBench,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055954944,0.338020552
Dataset,AI2D,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,AI2D,0,0,0,0,0,0,0,0,0,0,1,0,4,5,3,19,126,0,0,0,0,0,0,0,0,0,0,0.005849321,0,0.015721416,0.020233904,0.008379654,0.023111825,0.094645754
Dataset,OCRBench ,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Computer Vision,OCRBench ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001216412,0.047322877
Dataset,MMStar,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,MMStar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054834445
Dataset,ScienceQA,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,ScienceQA,0,0,0,0,0,0,0,0,0,1,3,3,6,3,5,111,418,0,0,0,0,0,0,0,0,0,0.014446692,0.017547964,0.01440023,0.023582125,0.012140342,0.01396609,0.135021713,0.313983535
Dataset,HallusionBench,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,HallusionBench,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006082059,0.068355267
Dataset,MMVet,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,MMVet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029193884,0.212577369
Dataset,VL-RewardBench,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,VL-RewardBench,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001502314
Dataset,MathVista,0,0,1,0,1,0,1,0,0,0,1,1,0,0,Computer Vision > Visual Question Answering,MathVista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01338053,0.150231356
